고유번호,노선,노선명칭,역명칭,운행방향1,운행방향2,엘리베이터 자막,사용여부,출구정보,전화번호
195,4,4호선,사당,당고개,오이도,승강기 위치는 1번 출구쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      사당방면으로 가실분은 우측 개찰구를 통과하십시오.      승강기를 이용하여 승강장으로 내려가십시오.      동작방면으로 가실분은 좌측으로 이동하십시오.      좌측 개찰구를 통과하신 후      승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@방배경찰서,이수초등교,방배2파출소||,||2@무지개아파트,지하철공사,동덕여중고||,||3@방배우성아파트, 방배래미안아파트||,||4@과천.안양.수원 방면, 서울대공원 방면, 남현동주민센터, 남현파출소, 남현시장, 사당초등학교||,||5@낙성대,국민은행,태평양생명||,||6@제일은행,한국전력,평화은행||,||9@까치고개, 낙성대방면, 관악시장||,||10@기업은행 사당역지점, 한국전력공사 남부지점, 사당우체국, 사당1동주민센터, 남사초등학교, 남성초등학교||,||11@방배2동주민센터, 방배경찰서, 남태령지구대, 방배노인종합복지관, 방배시장, 이수초등학교, 이수중학교||,||12@서울메트로, 방현초등학교, 동덕여중.고교||",긴급전화(역무실) : 02-6110-4331
218,5,5호선,방화,방화,"상일도,마천",엘리베이터 위치는 하이포트빌딩 우측 2번 출구쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 김포공항 방면 승강장 위치입니다.,Y,"||1@방화제3동사무소 ||,||2@치현초등교, 화인빌오피스텔, 강서공고 ||,||3@방원중학교, 강서농협 ||,||4@삼정초등교, 금강프라자, 삼정중학교 ||",긴급전화(역무실) : 02-6311-5101
219,5,5호선,개화산,방화,"상일도,마천",서울도시철도공사 1번 출구로 들어오십시오.    1번출구에서 직진하시어 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 김포공항 방면 승강장 위치입니다,Y,"||1@방화제2동, 공항고교 ||,||2@방화제1동, 개화초등교 ||",긴급전화(역무실) : 02-6311-5111
222,5,5호선,마곡,방화,"상일도,마천",승강기 위치는 마곡역 1번 출구쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 발산 방면 승강장 위치입니다,Y,"||1@마곡동, 가양동, 공항동, 발산동 ||",긴급전화(역무실) : 02-6311-5141
110,2,2호선,구로디지털단지,시청,시청,"승강기 위치는 1번출구 쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      좌측으로 이동하신 후 개찰구를 통과하십시오.      좌, 우측 승강기를 이용하여 3층 승강장으로 올라가십시오",Y,"||1@시흥.안양방면, 금천세무서, 금천경찰서, 구로디지털단지 헌혈의 집, 한국원자력문화재단, 연희미용고등학교, 강남아파트, 미성아파트||,||2@구로동, 구로디지털단지우체국, 서울시창업지원센터, 한국산업기술시험원, 기업은행||,||3@구로1디지털단지, 한국산업단지공단, 서울지방고용노동청 관악지청, 한국지역정보개발원(한국지역정보센터), 근로복지공단 서울관악지사, 서울디자인재단 구로중소기업센터, 서울관악고용센터, 현대아파트||,||4@대림2동||,||5@대림우체국, 영림초등학교||,||6@신대방 방면, 대림중학교, 한국광물자원공사, 무림아파트||",긴급전화(역무실) : 02-6110-2321
268,5,5호선,마천,방화,"상일도,마천",승강기 위치는 정경철치과 주변 1번출구 쪽에 있습니다.    1번출구 장애인리프트를 이용하십시오.    장애인리프트에 내리셔서 직진하시면 좌측에 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 대합실로 내려오십시오.    장애인리프트에 내리셔서 우측으로 도시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 장애인리프트가 보입니다.    장애인리프트를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 거여 방면 승강장 위치입니다.,Y,"||1@거여동소방파출소, 마천초등교, 송파농협, 조흥은행, 제일은행 ||",긴급전화(역무실) : 02-6311-5601
269,6,6호선,봉화산,응암,봉화산,승강기 위치는 봉호산 주차장 주변 2번출구에 있습니다.    2번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 장애인리프트가 보입니다.    장애인리프트를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 화랑대 방면 승강장입니다.,Y,"||1@공릉동, 근린공원||,||2@신내제1동, 봉화산역환승주차장, 신내전화국||,||3@신내제2동, 중랑소방서, 봉화초등학교, 신내2동파출소||,||4@중랑구립정보도서관, 중랑구민체육센터, 금성초등학교, 신내동우체국||,||5@묵제1동, 태릉고교||",긴급전화(역무실) : 02-6311-6471
273,6,6호선,돌곶이,응암,봉화산,승강기 위치는 기업은행 주변 3번출구에 있습니다.    3번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 좌측으로 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하신후 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 상월곡 방면 승강장입니다,Y,"||1@장위제2동, 장위2파출소||,||2@장위2동사무소, 장위초등학교||,||3@장위동우체국, 장위종합사회복지관, 장위3파출소, 장위3동사무소||,||4@장위제3동, 장석시장, 장위소방파출소||,||5@석관1동사무소, 석관1파출소||,||6@석관초등학교, 석관시장||,||7@이문로, 석관2동사무소, 석관동||,||8@석관제2동, 석관2파출소||",긴급전화(역무실) : 02-6311-6431
289,6,6호선,효창공원앞,응암,봉화산,"승강기 위치는 은정형외과의원 주변 1번출구에 있습니다.    1번출구 장애인리프트를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 타셔서 지하2층 대합실에 내리십시오.    지하2층 대합실에 내리셔서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 타셔서 승강장으로 내려오십시오.    승강장에 내리시면 공덕, 삼각지 방면 승강장입니다.",Y,"||1@금양초둥학교, 효창공원, 효창운동장, 효창동사무소, 이광자동차고등학교, 숙명여자대학교||,||2@용산구청, 용산구보건소, 용산종합사회복지관, 용산경찰서, 원효1가파출소, 원효로1동사무소, 선린중학교, 선린인터넷고등학교, 원효로2가우체국||,||3@원효전화국, 남정초등학교, 용문시장, 용문동우체국, 원효로2가파출소, 한국통신조달본부, 정보통신부전파연구소, 용산전자상가, 한강로1동사무소, 용산등기소||,||4@용문동, 용문동사무소||",긴급전화(역무실) : 02-6311-6271
228,5,5호선,목동,방화,"상일도,마천",승강기 위치는 목동7단지아파트 주변 5번출구 쪽에 있습니다.    5번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 신정 방면 승강장 위치입니다,Y,"||1@수협 ||,||2@농협, 홍익병원 ||,||3@목동사거리, 등촌동 ||,||4@조흥은행 ||,||5@산돌교회 ||,||6@진명여고 ||,||7@제일은행 ||,||8@국민은행, 주택은행 ||",긴급전화(역무실) : 02-6311-5201
127,2,2호선,성내,시청,시청,,Y,"||1@시영아파트단지||,||2@시영아파트,미성상가,국민은행||,||3@장미아파트,상업은행,중소기업은행,보람은행,||,||4@장미아파트(1,2차)단지||",긴급전화(역무실) : 02-6110-2151
132,3,3호선,주엽,대화,수서,,Y,"||1@고양농협,한국학원,서광백화점,레이크다운,||,||2@주엽초등교,주엽공고,호수공원||,||3@우체국,한수초중교,평화은행||,||4@하나은행,일산농협,대한투자신탁||,||5@조흥은행,국민은행,그랜드백화점||,||6@주엽2동사무소,문춘,오마초교,주엽2동파출소,고향YMCA||,||7@강서,문화신일초등교,주엽1동사무소,주엽1동파출소,일산정보산업고,||,||8@상업은행,주택은행,발산중학교,태영프라자,||",긴급전화(역무실) : 031-916-7799
299,6,6호선,증산,응암,봉화산,,Y,"||1@북가좌제2동, 북가좌2동사무소, 북가좌2파출소, 북가좌소방파출소, 은평전화국, 풍원시장||,||2@북가좌제1동, 북가좌초등학교||,||3@증산동사무소, 증산파출소, 증산종합시장, 증산초등학교, 증산중학교||,||4@연서중학교, 상신중학교||",긴급전화(역무실) : 02-6311-6171
300,6,6호선,새절,응암,봉화산,승강기 위치는 새절역 2번출구에 있습니다.    2번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 개찰구가 보입니다.    개찰구에서 직진하시면 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 승강장으로 내려오십시오.    지하2층 승강장에 내리시면 증산 방면 승강장입니다.,Y,"||1@응암제3동, 응암3동사무소, 응암파출소, 응암우체국, 응암시장, 연은초등학교, 응암초등학교||,||2@응암제4동, 대림시장, 응암4파출소, 응암4동사무소||,||3@신사제2동, 연서중학교, 상신중학교||,||4@신사제1동, 신사2동사무소, 신사2파출소, 신사초등학교||",긴급전화(역무실) : 02-6311-6161
306,7,7호선,온수,장암,온수,,Y,"||2@성공회대학교, 오정초등학교, 서울럭비구장||,||4@유한대학, 유한공고||,||5@온수공단, 동곡초등학교, 역곡동||,||6@온수초등학교, 우신중고교, 수궁동||",긴급전화(역무실) : 02-6311-7501
381,9,분당선,미금,선릉,보정,,Y,"||1@국민은행, 대원,성원아파트 ||,||2@조흥은행, 주택은행, 제일은행  ||,||3@농협, 대우,롯데아파트, 선경아파트  ||,||4@신원아파트, 건영빌라2,3단지  ||,||5@건영빌라5,6단지  ||,||6@동원동  ||,||7@풍덕천, 수지,수원방면 ||,||8@동사무소, 파출소, 서광아파트 ||",긴급전화(역무실) : 031-713-3235
385,10,중앙선,이촌,용산,팔당,,Y,"||1@용산구민회관||,||2@용산가족공원||,||4@이촌1동사무소, 중경고등학교, 한강우체국||,||5@용산공고, 용산세무서||",긴급전화(역무실) : 02-798-3071
386,10,중앙선,서빙고,용산,팔당,,Y,"||1@서빙고동사무소, 용산가족공원||,||2@신동아아파트||",긴급전화(역무실) : 02-3780-5442
431,12,인천선,동막,계약,동막,,Y,"||1@남동공단 ||,||2@124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 174 블럭 ||,||3@동춘동롤러스케이트장, 대건고교, 승기수질환경사업소, 연수구민방위교육장  ||,||4@무지개마을아파트, 풍림2차아파트, 현대1차아파트, 인천여자공고, 서면초등학교, 동춘초등학교||",긴급전화(역무실) : 032-816-5584
193,4,4호선,동작,당고개,오이도,승강기 위치는 1번 출구쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      승강기를 이용하여 승강장으로 올라가십시오.,Y,"||1@한강홍수통제소, 반포주공아파트, 반포본동주민센터, 동작대교(상류)전망쉼터 구름까페||,||2@국립현충원, 흑석동 방면, 한강시민공원(반포지구), 동작대교 포토아일랜드, 서래섬, 동작대교(하류) 전망쉼터 노을카페||,||3@방배동방면, 삼호아파트||,||4@국립서울현충원||",긴급전화(역무실) : 02-6110-4311
201,4,4호선,정부과천청사,당고개,오이도,,Y,"||1@중앙공원,호프호텔,쇼핑센타||,||2@뉴코아백화점,국민은행,한국노동교육원||,||3@시민회관||,||4@삼성생명,주공4단지,우체국||,||5@주공2단지,갈현동사무소,||,||6@중소기업청,중앙공무원연수원,국사편찬위원회||,||7@종합청사||,||8@종합청사||,||9@시민회관||,||10@시청,시민회관,관악산입구||,||11@경찰소,관악산입구,한국통신,농협,||",긴급전화(역무실) : 02-503-2265
204,4,4호선,범계,당고개,오이도,,Y,"||1@뉴코아백화점,동안구청,우체국||,||2@영풍문고||,||3@소방파출소||,||4@범계초,중교,평촌고교,혈액원||,||6@목련마을(선경)||,||7@교육청,전파연구소,안양경찰서,부흥중,고교,||",긴급전화(역무실) : 031-384-7788
206,4,4호선,산본,당고개,오이도,,Y,"||1@산본신도시중심상가,주공6,7,8,9,10단지,시청,경찰서,국민은행,조흥은행,농협,주공1,2,3,4,5단지,제일은행||,||2@산본신도시중심상가,주공6,7,8,9,10단지,시청,경찰서,국민은행,조흥은행,농협,주공1,2,3,4,5단지,제일은행||",긴급전화(역무실) : 031-391-7788
214,4,4호선,안산,당고개,오이도,,Y,"||1@유통상가||,||2@주택지역||",긴급전화(역무실) : 031-491-7790
215,4,4호선,신길온천,당고개,오이도,,Y,"||1@남광장||,||2@북광장||",긴급전화(역무실) : 031-491-7787
252,5,5호선,군자,방화,"상일도,마천",,Y,"||1@제일은행, 신한은행 ||,||2@중곡1동 ||,||3@조흥은행 ||,||4@하나은행, LG증권 ||,||5@주택은행 ||,||6@어린이대공원, 국민은행 ||,||7@세종대, 군자동 ||,||8@외횐은행, 군자교, 한일은행 ||",긴급전화(역무실) : 02-6311-5441
263,5,5호선,올림픽공원,방화,"상일도,마천",,Y,"||1@세륜초등교, 보성중고교 ||,||2@외환은행, 올림픽상가, 오륜우체국 ||,||3@올림픽경기장(펜싱체조, 역도.테니스), 한국체육대학 ||",긴급전화(역무실) : 02-6311-5551
271,6,6호선,태릉입구,응암,봉화산,"6, 7호선 환승은 지하1층 대합실에서 직진하시면 좌측에 환승통로가 보입니다.    환승통로에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 공릉 방면 승강장입니다.",Y,"||1@월계제3동, 월릉교, 월계3동사무소, 한천초등학교||,||2@태릉사거리||,||3@공릉초등학교, 동1로||,||4@공릉제1동, 공릉시장, 공릉1동파출소||,||5@서울지방법원북부지원, 서울지방검찰청북부지청, 공릉우체국||,||6@공릉1동사무소, 공릉소방파출소, 육군사관학교, 서울여자대학교, 삼육대학교||,||7@묵제1동, 묵1동사무소, 묵1동파출소||,||8@묵제2동, 태릉민방위교육장||",긴급전화(역무실) : 02-6311-6451
12,1,1호선,세마,구로,천안,,Y,,긴급전화(역무실) : 031-377-7166
23,1,1호선,관악,구로,천안,,Y,"||1@석수1동,안양유원지,삼성APT,한도APT,삼막사,삼성초등학교,한마음선원,안얀소년원,||,||2@석수2동,남부햄,럭키APT,석수초등학교,관악APT,관악파출소,그랜드부페,천주교,석수동성당||",긴급전화(역무실) : 031-471-7788
26,1,1호선,독산,구로,천안,,Y,,긴급전화(역무실) : 02-862-7878
27,1,1호선,가산디지털단지,구로,천안,,Y,"||1@2공단,가리봉오거리,에스에스패션,진도패션,영일초등학교,은일여자정보산업고교,||,||2@광명시,3공단,LG전자,진도모피,노동부사무소,BYC,한일합섬||",긴급전화(역무실) : 02-853-3115
28,1,1호선,인천,소요산,인천,,Y,||1@북성동2가3가||,긴급전화(역무실) : 032-772-0784
29,1,1호선,동인천,소요산,인천,,Y,"||1@인천백화점,미림극장,||,||2@대한서림,한일은행,||,||3@축현파출소,인천여고,||,||4@화수동,송현동,||",긴급전화(역무실) : 032-762-2737
31,1,1호선,제물포,소요산,인천,,Y,"||1@인천대학,인천전문대학,||,||2@남구청,제일은행,수복공원||",긴급전화(역무실) : 032-883-7788
32,1,1호선,주안,소요산,인천,,Y,"||1@시민회관,인천검찰청,||,||2@5.6수출공단,용화사,||",긴급전화(역무실) : 032-865-7786
33,1,1호선,간석,소요산,인천,,Y,"||1@주안주공APT,시청,석바위,법원,주원고개||,||2@한일은행,5.6공단,우성현대아파트||",긴급전화(역무실) : 032-427-7788
38,1,1호선,송내,소요산,인천,,Y,"||1@경인국도,인천대공원,종합병원||,||2@신도시아파트,법원,검찰청,||",긴급전화(역무실) : 032-662-7788
39,1,1호선,중동,소요산,인천,,Y,"||1@국민은행,농협,근로복지공단,보훈회관,남부경찰서,송내우체국,소사등기소,부림관광호텔,SK텔레콤,소비자보호협회,산업보전연구원,||,||2@경기은행,검찰청,그린타운,노동청,부천시청,법원,상동시장,중부경찰서,중소기업은행,전화국,조흥은행,제일병원,LG전자,한전,교육청,시민회관||",긴급전화(역무실) : 032-665-7775
41,1,1호선,소사,소요산,인천,,Y,"||1@남쪽(2층)||,||2@남쪽(1층)||,||3@북쪽(1층)||",긴급전화(역무실) : 032-343-3119
42,1,1호선,역곡,소요산,인천,,Y,"||1@카톨릭대,성가병원,국민은행,경기은행,||,||2@유한공전,세종병원,신천리방면,역곡프라자,기업은행||",긴급전화(역무실) : 02-2681-7788
43,1,1호선,온수,소요산,인천,,Y,"||1@온수초등교,수궁파출소,우신중고교,수궁동사무소,서울정진학교,교통안전공단,강서자동차학원,온수기계공단,||,||2@유한공전,성공회대학교,오정초등교||",긴급전화(역무실) : 02-2616-5771
45,1,1호선,개봉,소요산,인천,,Y,"||1@고척동,개봉4거리,조흥은행,외환은행,구로성모병원,개봉예식장,||,||2@원풍아파트,삼호아파트,삼환아파트,기업은행,상업은행,광명시,개봉전화국||",긴급전화(역무실) : 02-865-6190
46,1,1호선,구일,소요산,인천,,Y,"||1@구로주공하이츠한신아파트,동양공업전문대방향,SK텔레콤,중앙유통단지||",긴급전화(역무실) : 02-2639-3259
47,1,1호선,구로,소요산,인천,,Y,"||1@하나은행,애경백화점,||,||2@공구상가,국민은행,||",긴급전화(역무실) : 02-830-7788
48,1,1호선,신도림,소요산,인천,,Y,"||1@솔빛고시학원,하나은행,종합병원,한국타이어,대성산업||,||2@도림제2동사무소,도림교회,풍물시장,구로구민생활체육관,기산환승주차장,커피클럽,기아특수강||",긴급전화(역무실) : 02-2639-3310
49,1,1호선,영등포,소요산,인천,,Y,"||1@우체국,신세계백화점,||,||2@영등포1동사무소,우신초등교,||,||3@롯데백화점,삼보빌딩,||",긴급전화(역무실) : 02-834-7787
50,1,1호선,신길,소요산,인천,,Y,"||1@영등포역,(구)OB맥주,||",긴급전화(역무실) : 02-812-0720
51,1,1호선,대방,소요산,인천,,Y,"||1@삼두아파트||,||2@올림픽대로방면||,||3@신양파출소,성애병원,공군회관,해군회관,한빛예식장||,||4@국정교과서,유한양행,||,||5@현대자동차서비스||",긴급전화(역무실) : 02-815-4066
53,1,1호선,용산,소요산,인천,,Y,"||1@용산역광장,용사의집,세계일보||,||2@양지학원,국제빌딩,중대부속병원,웨딩홀,서부역,전자상가,전자랜드,농협중앙회,국민은행,데이콤,||",긴급전화(역무실) : 02-792-7788
54,1,1호선,남영,소요산,인천,,Y,"||1@용산구청,선린상고,신광여고,서울은행,숙명여대,효창공원,외환은행,주택은행,기업은행,남영파출소,전쟁기념관||",긴급전화(역무실) : 02-6110-1331
60,1,1호선,동대문,소요산,인천,승강기 위치는 8번출구 뒤쪽에 있습니다.      승강기를 이용하여 지하1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@종로5가, 창신2동, 율곡로 방면, 동대문 성곽공원, 덕산파출소, 서울디자인지원센터, 종로노인종합복지관||,||2@창신동,숭인동, 창신2동 주민센터, 율곡로 방면, 동대문 성곽공원||,||3@창신동,숭인동, 창신초등학교, 종로구민회관, 기업은행||,||4@신설동, 창신1동 주민센터, 숭신초등학교, 문구,완구 도매상가||,||5@청계천, 동대문(흥인지문), 동대문종합상가, 평화시장||,||6@청계천, 동대문(흥인지문), 동대문역사문화공원, 동대문종합상가, 평화시장||",긴급전화(역무실) : 02-6110-1281
189,4,4호선,숙대입구,당고개,오이도,"승강기 위치는 9번 출구쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하여 개찰구를 지나가십시오.      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오.",Y,"||1@갈월동, 남영치안센터, 수도중.고등공민학교||,||2@갈월동, 남영동주민센터, 후암동주민센터, 삼광초등학교, 서울특별시교육시설관리사업소||,||3@용산중.고교, 남영동우체국, 방위사업청, 국방홍보원||,||4@남영동||,||5@남영동, 서울시장애인일자리 통합지원센터||,||6@삼각지방면, 주한미국대사관 공보과, 미국대사관 아메리칸센터, 기업은행||,||7@용산경찰서방면, 국민건강보험공단 용산지사, 선린중학교, 선린인터넷고등학교, 신광여중.고교, 신광초등학교, 남영역방면, 서울시립청소년미디어센터, 여성아동청소년 경찰지원센터, 국민연금공단 용산지사||,||8@청파동, 효창운동장||,||9@효창운동장||,||10@서울역방면, 숙명여자대학교||",긴급전화(역무실) : 02-6110-4271
244,5,5호선,동대문운동장,방화,"상일도,마천","승강기 위치는 중부시장 7번출구 쪽에 있습니다.    7번출구 장애인리프트를 이용하시어 지하1층 대합실로 내려오십시오.    엘리베이터를 이용하시어 지하4층 대합실로 내려오십시오.    엘리베이터를 이용하시어 지하4층 대합실로 내려오십시오.    지하4층에 장애인리프트를 이용하시어 승강장을로 내려오십시오.    승강장에 내리시면 을지로4가, 청구 방면 승강장 위치입니다",Y,"||1@국립의료원, 을지전화국 ||,||2@퇴계로6가파출소, 상업은행(광희빌딩) ||,||3@농지개량조합, 농협, 외환은행 ||",긴급전화(역무실) : 02-6311-5361
246,5,5호선,신금호,방화,"상일도,마천","승강기 위치는 신한은행 주변 2번출구 쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 청구, 행당 방면 승강장 위치입니다.",Y,"||1@농협, 우체국, 금호2가파출소, 동산초등교, 대경중.상고 ||,||2@금호1가동사무소, 금호1가파출소, 대현교회, 새마을금고, 금북시장, 금북초등교, 금호여중, 팔봉사, 금호소방파출소, 대현산배수지, 상업은행 ||,||3@금호2가동사무소, 금호초등교, 복음병원, 구립금천어린이집, 금북노인정, 국민은행, 해병대산놀이터 ||",긴급전화(역무실) : 02-6311-5381
251,5,5호선,장한평,방화,"상일도,마천","승강기 위치는 송전빌딩 주변 7번출구 쪽에 있습니다.    7번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 답십리, 군자 방면 승강장 위치입니다",Y,"||1@주택은행, 산업인력공단 ||,||2@국립농수산물센터, 국민은행, 북한연구소 ||,||3@한미은행, 두봉백화점, 동대문소방서, 먹자골목 ||,||4@한미은행, 대동은행, 신한은행, 상업은행, 한양정형외과 ||,||5@동화은행, 자동차매매센터 ||,||6@군자공원 ||,||7@중랑하수처리장  ||,||8@군자우체국, JC회관, 도시철도공사, 장안웨딩홀 ||",긴급전화(역무실) : 02-6311-5431
262,5,5호선,둔촌동,방화,"상일도,마천",승강기 위치는 하나은행 주변 3번 출구쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 강동 방면 승강장 위치입니다.,Y,"||1@보훈병원, 천주교둔촌동교회, 주택은행 ||,||2@둔촌동주공아파트, 외환은행, 둔촌종합상가 ||,||3@서울은행, 마이웨딩홀, 성내3동방향 ||,||4@강동구의사회, LA관광호텔 ||",긴급전화(역무실) : 02-6311-5541
259,5,5호선,명일,방화,"상일도,마천",승강기 위치는 삼익그린1차아파트 주변 4번 출구쪽에 있습니다.    4번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 고덕 방면 승강장 위치입니다,Y,"||1@주택은행, 성덕여상 ||,||2@평화은행, 국민은행, 국민투자신탁, 한양아파트, 다래웨딩부페 ||,||3@LG전자, 삼익아파트 ||,||4@서울승합, 명일시장, 한일은행, 조흥은행 ||",긴급전화(역무실) : 02-6311-5511
260,5,5호선,고덕,방화,"상일도,마천",승강기 위치는 송원그린공원 주변 2번출구 쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 명일 방면 승강장 위치입니다.,Y,"||1@배재중고교, 장애인복지관 ||,||2@고덕도서관 ||,||3@해태백화점 ||,||4@신동아아파트, 주양쇼핑 ||",긴급전화(역무실) : 02-6311-5521
101,2,2호선,당산,시청,시청,승강기 위치는 4번출구 쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      정면 방향으로 이동하여 개찰구를 통과하십시오.      승강기를 이용하여 승강장으로 올라가십시오.,Y,"||1@김포공항방면, IBK기업은행 당산역지점, 당산119안전센터, 유원제일아파트||,||2@당산2동주민센터||,||3@당산철교||,||4@한강시민공원(양화지구), 선유도공원 방면, 수상관광콜택시승강장, 강마을삼성아파트||,||5@국민건강보험공단 영등포남부지사||,||6@소방회관,화학시험연구원,서울은행,SK텔레콤,||",긴급전화(역무실) : 02-6110-2371
81,2,2호선,용두,시청,시청,승강기 위치는 4번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면의 개찰구를 통과하시면 승강장이 있습니다.      신설동 방면 승강기 위치는 1번 출구쪽에 있습니다.      정면의 개찰구를 통과하시면 승강장이 있습니다,Y,"||1@주변정보를 입력하세요||,||2@서울약령시한의약박물관||,||3@동대문구청, 국민건강보험공단 동대문지사, 동부청과시장, 경동시장, 숭인중학교, 신답초등학교||,||4@용두근린공원, 대한적십자사 서울특별시지사, 마장동우체국||,||5@용두1치안센터, 서울문화재단, 국민건강보함공단 성동지사, 서울특별시 시설관리공단, 청계천문화관, 동명초등학교||",긴급전화(역무실) : 02-6110-1351
82,2,2호선,신답,시청,시청,1번출구로 들어오시어 개찰구를 통과하시면 용두방면 승강장이 나옵니다.      용답 방면으로 가실분은 정면 승강기를 이용하여 올라가십시오.      정면의 리프트를 이용하여 1층 승강장으로 내려가십시오.,Y,"||1@신답사거리, 청계천방면, 동대문구청, 답십리1동주민센터, 답십리우체국, 신답초등학교, 숭인중학교||",긴급전화(역무실) : 02-6110-1361
170,3,3호선,수서,대화,수서,승강기 위치는 5번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@북주차장, 동익.신동아아파트, 대진디자인고등학교, 서울특별시여성보호센터, 한국지역난방공사, 광평대군묘역, 태화기독교사회복지관||,||2@세종고교, 수서중학교, 수서초등학교, 명화종합사회복지관, 주공.삼익.한아름아파트||,||3@수서동주민센터, 수서파출소, 수서우체국||,||4@도시개발아파트(수서6단지)||,||5@거여동방면, 농수산물도매시장, 수서종합사회복지관||,||6@궁마을, 세곡동방면, 성남.분당방면, 남주차장||",긴급전화(역무실) : 02-6110-3491
